probe_id,GSM178746,GSM180372,GSM180373,GSM180374,GSM180375,GSM180376,GSM180377,GSM180378,GSM180379,GSM180380,GSM180381,GSM180382,GSM180383,GSM180384,GSM180385,GSM180386,GSM180387,GSM180388,GSM180389,GSM180390
219373_at,5042.91,7800.68,9640.05,2988.65,5718.23,6966.72,645.499,382.703,278.742,5872.76,5797.46,1580.65,2933.46,5592.93,2108.14,9935.54,6907.65,5050.21,3855.43,432.123
219374_s_at,376.426,4140.15,4069.69,2343.19,1563.58,1841.52,1675.7,5166.95,438.793,925.402,8310.38,1003.71,4871.78,2393.26,6621.83,344.328,269.443,1766.08,2006.6,361.37
219375_at,853.481,5103.55,266.422,7089.3,250.651,1025.53,6195.79,4510.84,1086.51,3058.62,581.637,3346.46,4984.01,1105.75,832.796,569.777,755.945,5671.08,4729.55,4627.82
219376_at,1925.41,8540.06,4201.46,5713.87,294.581,414.347,1056.31,4523.91,5217.64,3039.33,9544.6,2201.27,1644.94,3334.65,1589.54,5914.29,5586.03,168.606,2151.67,2520.28
219377_at,1197.56,3271.22,315.233,5327.26,3821.84,7376.99,291.251,2249.48,5204.82,3003.9,1722.1,2732.13,299.569,2408.45,4507.34,1636.26,3564.62,2806.67,2257.23,1235.22
219378_at,1844.07,9313.5,338.299,1500.88,3563.84,489.287,345.276,4050.1,707.406,2702.81,2248.57,7597.7,3328.25,762.891,4599.13,4850.93,4093.74,6477.67,7294.76,1018.97
219379_x_at,356.11,710.638,632.248,630.088,4389.88,625.57,5494.08,612.024,728.316,3907.17,7511.85,4336.41,2788,1172.7,4761.3,4526.03,761.194,2996.13,949.331,1345.95
219380_x_at,5282.75,295.395,286.865,1662.64,325.923,12253.9,3591.56,794.955,6824.25,4462.77,3377.56,5873.29,1517.46,5796.72,3862.94,218.089,6114.61,11142.6,1225.11,3247.22
219381_at,1012.39,5285.39,747.636,5589.81,414.33,350.922,2368.97,497.361,7035.27,141.484,6089.29,454.242,566.63,1006.16,168.492,2067.79,372.535,1437.29,3389.45,507.855
219382_at,3138.79,9004.47,827.225,4125.3,8685.41,11218.7,4023.73,6968.92,2558.44,400.937,1112.14,5755,5726.56,8049.36,3306.76,516.386,395.781,949.123,5215.28,6832.12
219383_at,396.13,10797.2,6354.39,5094.88,585.135,326.359,6550.88,5027.51,147.498,294.552,414.308,890.103,4028.91,693.101,2040.83,305.344,1934.44,8618.49,178.822,179.457
219384_s_at,2077.75,1053.58,430.958,1187.26,3354.12,300.503,7987.08,1794.36,2646.58,5847.91,7627.08,1746.07,280.234,306.581,235.567,9237.44,182.114,151.312,895.851,2880.07
219385_at,363.951,532.246,6419.39,882.677,885.061,4149.94,613.702,351.752,4450.13,596.879,2601.2,3306.59,534.636,258.5,286.43,565.964,307.449,7080.83,405.088,737.474
219386_s_at,392.669,738.833,2039.14,391.804,2336.59,5956.36,4779.85,577.727,588.033,144.662,972.179,2642.23,298.036,5104.8,3095.96,837.932,7528.25,6032.74,219.757,191.177
219387_at,2531.58,339.19,1351.86,316.929,246.624,564.118,2007.73,5071.96,496.377,365.994,2836.12,586.241,3380.01,6126.95,974.276,1592.79,12684.1,7653.75,4461.68,2762.12
219388_at,960.364,3833.6,1084.18,446.703,510.8,3366.53,5556.86,4680.48,240.275,1242.24,863.832,349.148,3701.5,3004.49,435.944,332.393,186.259,1247.66,2306.07,1113.57
219389_at,6991.57,801.039,2593.21,2004.17,2188.05,5041.14,4524.56,1597.55,442.724,384.582,5167.73,296.146,4682.8,6892.01,4205.75,4775.34,1959.57,430.842,3276.32,344.198
219390_at,1319.92,1689.24,1461.37,1189.02,5282.84,440.716,952.211,1160.06,124.564,3588.86,5996.96,352.446,185.186,565.896,2035.11,1079.78,445.799,274.32,617.001,612.276
219391_at,384.964,387.401,9325.7,4796.58,718.588,425.095,235.908,1206.85,4214.39,2112.6,1681.41,569.165,260.301,216.004,4944.15,216.135,522.755,1018.95,147.795,499.861
219392_x_at,7939.26,17938.6,2105.4,28538.5,15306.8,22050.4,18650,20505.9,68869.2,29293.7,6294.6,8678.83,27302,23333.2,22509.9,13797.3,8123.21,33285.5,14832.3,27808.1
219393_s_at,3670.21,4855.82,398.809,7507.1,219.344,3976.12,356.295,2123.04,2096.43,1141.88,5186.79,2520.42,212.682,8975.63,9529.94,5876.2,323.755,6444.46,529.513,3416.61
219394_at,5844.1,307.216,7323.52,1724.39,334.385,1134.42,4621.14,5698.88,29863.5,18878.6,15574.6,12370.5,84536.4,13954.3,4001.36,1774.44,904.942,7482.94,7871.47,7331.05
219395_at,6034.81,1395.61,430.367,986.159,375.922,1254.9,1691,916.388,10928.8,1433.36,6377.87,888.708,948.526,2320.74,3086.84,352.44,608.787,1520.13,711.907,381.466
219396_s_at,655.579,1152.81,4723.02,1575.2,8572.38,2108.47,885.652,885.227,469.445,970.767,510.291,605.211,613.389,520.763,649.196,1276.54,467.04,796.852,3329,2584.48
219397_at,439.521,386.941,3033.74,8041.53,309.369,7799.54,3366.32,608.301,8600.71,8763.67,7583.18,9082,28447.9,11942.7,11518.3,9722.31,4128.75,3126.1,12232.4,11932.1
219398_at,7173.94,4866.83,348.464,5502.79,6930.16,359.628,1689.44,8840.65,3761.29,2965.85,380.686,215.017,2648.71,3915.45,1411.82,1215.05,410.718,779.416,330.926,4355.28
219399_at,1106.58,418.221,1350.55,3606.99,1561.04,4120.31,502.152,4531.19,2847.04,555.082,3135.16,588.646,210.722,5253.51,2910.16,2747.31,309.132,4090.22,2444.71,4780.04
219400_at,4666,4908.96,475.339,1189.46,1958.81,2522.01,5102.42,394.715,1215.3,344.271,7025.4,320.472,572.855,5316.55,1196.61,3580.09,1292.4,310.513,430.035,1453.87
219401_at,522.694,514.595,5970.33,508.097,1448.71,5036.83,358.272,905.726,750.228,198.427,2009.48,296.987,400.689,376.976,2149.58,1173.68,239.537,6255.67,128.502,2048.96
219402_s_at,316.527,345.78,407.678,601.949,2322.96,2012.32,313.589,278.026,2997.61,6385.29,749.861,4428.34,11933.9,718.576,883.437,551.806,373.819,332.763,290.728,3242.01
219403_s_at,1653.14,757.522,1350.28,389.451,2692.48,1860.64,4501.55,10666.7,812.329,837.72,875.074,6249.63,1938.26,9928.36,579.32,1023.66,1606.11,675.617,9693.61,1742.22
219404_at,2256.7,307.413,1546.9,5559.41,4408.77,11381.2,3073.7,585.932,1183.41,5863.42,6353.7,579.47,8219.87,17010.5,866.822,598.051,933.564,6151.72,6994.82,7404.11
219405_at,2975.91,753.285,315.814,4119.6,214.899,431.802,3345.08,3093.46,3070.72,6407.19,1065.87,5871.92,651.87,183.483,682.981,3378.92,232.701,4562.49,2562.54,290.496
219406_at,525.848,999.329,4243.6,356.434,2041.08,331.678,1457.36,505.192,1410.23,4335.67,511.539,2661.69,2001.3,1428.09,3452.25,2182.24,781.804,395.12,3066.34,2864.65
219407_s_at,453.391,426.212,4193.06,632.424,5208.27,636.251,678.801,437.312,2616.54,268.237,926.854,5175.5,275.721,4205.49,882.416,805.436,3202.58,280.184,236.851,5130.02
219408_at,8221.68,379.619,4313.47,10358.9,5892.38,379.731,7280.6,394.643,1164.26,4470.87,3478.31,5287.27,161.341,2826.95,1943.69,10874.1,6592.34,3859.35,195.021,2633.99
219409_at,672.703,6558.88,7329.91,3213.47,3815.91,890.626,1083.1,1428.64,1081.65,1734.07,508.568,2075.08,3817.37,478.578,853.443,664.204,3657.74,4474.55,824.59,3865.43
219410_at,6849.1,4764.48,4875.58,2268.06,3567.58,5138.74,2415.06,1456.13,4180.26,12635.5,1142.6,3668.75,8132.31,2696.56,306.702,281.903,5648.38,478.583,6607.86,279.731
219411_at,990.241,958.416,2448.95,2439.42,762.927,773.613,325.026,553.161,226.758,265.781,4347.11,5280.37,3153.61,900.591,3075.97,565.054,213.83,193.399,5603.9,2605.34
219412_at,338.238,426.629,3815.57,376.824,611.872,734.886,3541.76,435.082,4761.15,4106.52,239.398,2573.28,137.777,3665.21,236.58,182.124,4088.05,156.531,7325.81,4392.16
219413_at,1200.89,748.152,647.018,496.796,3637.8,402.577,374.602,4111.89,230.961,3832.69,474.722,815.809,872.211,1240.35,332.028,794.456,1046.06,1371.46,1177.16,380.036
219414_at,559.548,2913.7,478.337,8334.83,8734.43,740.526,3510.06,673.361,482.816,172.676,1407.45,334.015,4578.95,2622.13,3555.17,5006.02,1479.81,2798.13,2860.84,3500.38
219415_at,1465.67,350.786,602.965,312.957,176.705,178.338,4476.38,628.12,3732.15,4220.26,3584.38,586.09,330.491,640.831,2832.17,256.165,288.211,225.867,905.653,607.752
219416_at,3344.06,1175.67,1038.14,6974.19,325.043,2953.47,976.048,925.539,257.277,546.199,5864.38,324.834,3227.07,581.82,729.951,293.499,417.305,2070.68,2020.4,509.433
219417_s_at,7651.41,4208.72,6335.11,3080.53,1167.88,8268.5,487.953,475.789,3959.21,1041.29,448.358,447.538,539.129,5121.57,6085.72,2427.73,10268.1,901.838,790.841,439.326
219418_at,2446.01,371.09,321.52,656.557,5431.3,6416.92,2335.76,312.592,459.793,2061.03,531.671,4598.29,238.297,597.776,417.277,599.417,898.682,1186.17,453.173,514.994
219419_at,796.867,381.076,1978.59,470.651,438.446,959.904,3273.07,760.573,384.777,4603.18,264.628,1244.93,4196.13,979.58,5528.58,241.501,416.166,359.582,1466.42,1019.98
219420_s_at,462.937,7911.76,721.708,750.543,1083.17,9241.5,451.337,634.189,2557.26,424.582,661.606,289.358,1161.31,232.612,795.813,422.52,3329.25,393.253,1261.05,233.41
219421_at,5920.39,1499.9,303.344,259.691,358.742,2421.41,615.192,1003.54,1337.98,1137.88,3131.48,1083.62,2947.35,150.001,503.227,283.393,4485.36,2297.29,3933.39,6022.09
219422_at,1237.78,1606.99,5875.82,6131.57,773.788,5407.15,2628.92,272.514,856.127,168.399,6812.38,3390.82,5595.64,6647.95,684.773,2654.74,421.996,6394.66,878.274,1080.92
219423_x_at,1875.84,6711.13,986.131,601.634,2166.05,3237.04,5454.25,809.221,7158.21,4890.41,3551.91,6153.11,599.103,6436.42,5208.47,1066.48,6034.68,3921.26,814.739,6230.42
219424_at,467.703,371.711,471.054,844.543,621.577,341.731,953.086,451.721,638.795,2671.19,423.458,1988.59,3585.54,1425,5030.86,4117.07,393.056,2365.88,3354.46,288.051
219425_at,379.956,966.86,2034.36,662.957,425.442,3014.94,4391.29,504.328,465.355,486.174,478.425,8604.84,4978.75,3275.6,9829.83,383.594,502.416,1149.62,6336.75,366.214
219426_at,2365.57,699.068,413.962,4954.08,4316.57,5675.85,564.19,2693.67,5807.23,1229.54,306.391,1506.73,231.905,4188.63,1967.84,266.225,768.006,743.971,1115.56,2735.24
219427_at,273.711,640.692,4726.19,384.597,2044.19,494.364,1072.19,499.253,131.932,212.196,794.895,257.692,3267.29,509.867,8143.77,7219.97,255.797,849.592,426.693,179.87
219428_s_at,310.881,1779.19,991.121,828.926,1180.22,681.477,12913.8,2075.39,882.166,787.772,467.838,426.816,335.354,779.072,260.477,4153.58,861.587,379.862,7242.94,4381.75
219429_at,3145.55,2035.76,661.766,4472.21,287.934,3217.68,1253.62,2634.16,1177.86,4081.8,446.23,474.407,4648.02,885.708,2865.16,3897.24,227.426,2072.15,828.042,4590.11
219430_at,2427.46,5578.1,631.894,1020.91,3581.26,260.391,4435.21,587.417,551.922,663.411,3443.99,4437.76,2076.21,6681.84,496.426,764.885,237.227,5513.76,3301.09,266.122
219431_at,1092.2,10172,376.82,5275.04,1995.49,806.212,2444.63,465.043,2869.3,263.895,283.55,220.966,2233.4,206.039,2055.57,5451.12,3672.71,4118.7,4926.6,240.119
219432_at,5088.74,556.47,1116.1,380.892,234.987,5370.86,1991.58,7920.45,615.282,1136.05,299.179,316.863,154.911,932.247,257.663,197.733,463.983,619.944,536.704,240.345
219433_at,2448.98,3851.6,349.893,6514.76,2250.88,1618.2,5714.56,946.83,4047.39,1554.92,4108.85,1798.43,4366.55,152.058,5213.96,422.951,299.492,310.706,3080.51,634.558
219434_at,2534.12,24898.4,1168.36,387.678,842.778,18750.1,16308.5,3458.88,30655.8,60982.3,12723.7,33206.9,102275,27633.9,24183.3,22954.5,10657.4,3730.29,49525.1,20020.6
219435_at,4616.44,252.421,604.884,2926.01,742.083,6097.8,334.104,323.085,825.949,3050.39,1189,4257.22,9211.33,6076.29,610.615,500.745,505.519,796.451,6339.62,8777.12
219436_s_at,6856.54,3760.88,3799.55,6854.02,786.604,2507.19,344.179,3422.05,4788.07,359.526,396.656,2724.39,373.332,531.015,410.086,354.983,501.542,718.38,2167.27,236.471
219437_s_at,251.651,313.198,397.656,478.869,586.224,818.297,593.136,4141.03,5787.44,2801.39,268.439,1183.08,7149.53,640.975,4576.43,607.608,4046.49,2839.31,397.624,794.479
219438_at,5913.68,3139.09,435.669,621.824,10622.5,423.77,3344.21,1003.96,219.449,522.04,5207.67,12136.3,1253.08,328.769,1205.04,4764.59,6344.5,171.405,3424.76,588.747
219439_at,3596.77,370.473,454.495,5636.09,531.402,439.903,422.817,2419.07,206.349,5415.54,3345.23,7441.16,1077.7,1168.11,539.115,254.807,281.282,241.026,1558.75,3685.05
219440_at,303.393,224.348,404.771,2806.38,323.278,216.631,5097.06,2576.69,699.178,3407.48,8968.01,738.293,4127.21,7804.05,2370.63,2850.62,4671.9,205.239,1996.11,537.683
219441_s_at,6956.39,8717.89,1753.39,1820.76,648.948,419.962,6050.42,8565.38,3546.28,5778.73,1238.95,2010.41,577.594,1088.64,641.148,6299.02,360.726,1148.67,1619.42,1149.71
219442_at,6382.19,2775.38,1103.59,8738.58,658.528,496.402,485.609,446.271,248.661,463.743,7704.65,860.984,447.234,478.714,2046.15,3135.97,312.508,1354.31,292.278,286.582
219443_at,3141.64,6468.22,834.529,593.226,330.481,228.927,537.778,8127.48,4768.78,871.381,952.568,4718.05,1105.94,4017.52,3501.3,1406.06,1747.73,569.672,5637.43,8497.85
219444_at,7503.35,788.954,1139.79,15375,6428.38,2233.86,8522.44,7014.95,1189.24,1697.12,4488.34,296.215,3445.2,2834.37,11029.6,7213.72,5315.11,4070.12,3244.33,636.953
219445_at,9785.4,5182.33,1227.97,3623.66,7758.65,5196.99,3407.7,8131.76,391.04,4702.85,3682.58,887.101,439.932,3605.83,754.33,8439.03,680.466,4471.87,552.854,4182.51
219446_at,10572.6,4264.61,663.781,2626.43,4130.42,2962.7,306.275,829.167,202.253,3999.04,4003.22,1389.47,6385.65,1190.8,314.61,1294.57,5911.65,1823.18,1439.53,463.714
219447_s_at,498.434,3122.63,330.74,1290.14,3441.32,306.379,264.183,416.612,1196.32,571.069,471.501,660.179,688.458,824.745,2536.11,665.774,1461.56,4874.68,529.74,2178.38
219448_at,333.163,338.869,1862.56,1134.29,2508.12,933.424,5475.95,262.989,2428.26,3893.06,3616.01,2666.73,1694.74,429.479,2546.34,368.006,563.16,265.167,2675.99,3956.8
219449_s_at,4494.44,725.84,349.815,2654.59,5748.52,216.334,1500.21,253.062,9542.77,11819.6,268.889,440.24,12739.4,2864.77,1312.13,3482.41,5810.85,4714.56,4551.74,602.188
219450_at,965.965,1499.99,474.511,1921.39,3777.84,687.412,1090.6,5241.73,6439.08,460.182,339.427,275.792,291.946,6208.15,7353.61,1098.53,260.669,278.86,6648.19,4382.51
219451_at,5816.81,281.991,1060.62,409.999,723.544,1299.87,1385.9,477.879,5057.83,5192.67,298.308,7662,4438.48,1055.75,329.667,372.681,255.971,2176.13,6694.77,6739.75
219452_at,1513.91,10717.4,412.357,617.164,3678.65,389.531,4902.26,2619.01,1815.96,3907.1,400.511,7481.42,11339.6,271.817,1088.43,3386.75,323.823,8224.29,3874.63,4946.67
219453_at,816.046,5203.8,984.169,2660.28,607.089,351.486,3350.34,4919.32,1529.85,1201.14,878.423,2071.6,190.276,313.231,4497.54,1315.81,1466.64,6700.16,171.985,12015.9
219454_at,1631.46,5053.86,6136.47,9417.71,1610.37,9506.56,4338.41,502.418,694.79,662.645,8405.84,3804.65,3100.95,4727.02,1470.09,652.791,2067.22,1633.96,2171.19,1661.07
219455_at,480.642,3759.78,4124.55,3309.84,4614.68,1448.03,6094.13,335.189,421.99,5834.78,344.368,5689.58,4422.25,247.165,4486.39,506.482,5091.49,4823.94,418.136,885.166
219456_s_at,446.886,554.924,467.834,2948.27,4155.4,2835.79,390.407,281.621,1451.32,194.415,413.943,232.743,4620.15,1143.04,12529.3,6804.18,263.331,1391.77,459.712,3404.02
219457_s_at,1648.54,834.652,4453.71,2238.84,1834.53,3002.13,894.115,1259.97,5407.08,7375.78,395.904,3851.88,5754.45,3883.61,2341.1,483.604,288.781,3353.06,4639.46,4458.08
219458_s_at,638.993,2766.74,437.174,1962.9,7027.58,516.162,387.948,441.202,1408.01,2541.32,3583.39,733.941,1779.09,459.518,8074.78,683.653,423.111,1231.83,351.726,2277.13
219459_at,3907.77,5344.05,955.328,7584.69,360.419,385.983,11624.2,314.525,5476.61,5906.49,794.913,538.925,575.223,2478.75,491.304,478.303,3938.52,1772.14,2712.07,902.565
219460_s_at,2036.61,751.316,1399.44,5535.94,7728.76,519.681,932.81,2311.5,4709.63,6201.23,3504.22,1006.17,32550.7,12970.8,10522.7,9201.13,7809.29,3618.18,4542.36,7991.72
219461_at,468.454,440.287,513.974,2486.39,1852.38,8825.06,1153.57,3474.69,551.612,575.512,5848.57,178.963,509.739,418.931,398.279,944.754,231.289,2572.24,203.148,256.758
219462_at,655.455,402.525,305.824,429.927,5200.81,548.196,394.842,952.797,7431.83,734.148,502.939,790.787,2178.09,916.112,348.528,6352.82,457.706,800.903,190.481,586.602
219463_at,411.255,536.1,4484.77,2106.63,1166.49,1232.31,433.21,523.385,788.517,1142.42,279.616,3417.89,1144.57,1001.38,5280.95,330.015,389.372,8760.21,2985.44,929.022
219464_at,1101.96,469.03,3447.41,5073.46,2980.27,1145.56,1164.9,1025.45,3853.62,388.928,4885.82,1210.44,1891.93,211.506,3186.05,784.103,248.811,734.741,717.673,862.259
219465_at,977.841,5061.19,354.651,363.735,9295.83,362.241,1215.72,158.948,200.442,130.039,248.813,190.715,114.815,2333.54,160.77,372.445,382.959,1768.67,137.947,6354.59
219466_s_at,2622.8,2532.21,2335.36,832.266,1901.74,5837.61,3749.62,362.404,155.528,3847.61,10300.6,2349.83,353.541,179.085,5513.66,2881.19,5866.19,926.215,322.395,4604.9
219467_at,4921.73,235.282,576.32,5035.25,6309.23,3821.61,345.297,303.038,5521.03,3145.07,4597.05,324.399,4673.13,1550.75,6764.54,3065.71,310.463,6830.13,1155.1,273.261
219468_s_at,701.135,261.282,551.002,493.117,277.924,237.892,310.681,962.245,3000.84,966.622,1109.41,4019.81,3668.76,462.792,3270.83,556.124,1456.32,528.569,674.429,4680.29
219469_at,4321.44,7488.1,7731.68,887.735,358.668,6553.43,5278.13,4048.59,297.516,2429.03,698.293,7838.34,167.783,2459.96,4844.32,814.147,538.774,1071.12,719.516,4473.82
219470_x_at,522.204,470.956,564.18,390.589,388.895,336.315,342.445,2865.31,134.805,868.468,865.923,6481.96,6488.75,2708.44,3122.65,459.954,315.575,1422.4,4725.14,3073.37
219471_at,8191.24,467.671,385.416,1231.45,386.901,431.466,356.367,13647.7,26303.9,20989.5,4216.53,6848.93,12324.8,5621.93,2613.05,754.191,9897.15,5407.6,9735.03,3981.07
219472_at,828.88,7837.85,7585.96,826.624,870.069,256.302,601.258,1337.05,427.723,4638.04,12860.2,1721.05,2777.93,1175.52,351.24,521.511,227.341,1209.8,2640.08,5642.28
219473_at,338.724,5031.4,4357.03,4715.53,7221.82,1726.9,5795.31,363.419,471.438,2498.4,3140.25,2570.7,7511.82,779.076,570.175,389.118,3815.44,307.338,5397.92,486.397
219474_at,665.592,415.29,10945.4,1596.2,4309.83,913.909,5643.14,4991.03,2989.35,275.544,653.448,6624.72,3831.66,704.912,8298.64,2773.27,495.963,531.268,4026.24,298.993
219475_at,4236.54,472.379,1271.93,3063.95,3741.36,414.751,6920.52,497.365,302.482,611.188,962.631,289.681,1734.92,458.792,3338.63,389.986,355.067,4068.03,1029.4,392.995
219476_at,337.506,348.063,2693.83,438.038,697.324,332.105,224.825,781.616,3172.82,14842.2,6239.12,8720.04,5407.11,8334.98,8245.72,4646.84,11579.3,2491.71,31968.5,627.914
219477_s_at,1905.68,3600.65,2987.57,9928.58,2031.49,1405.01,483.732,459.209,2117.74,1316.15,1424.58,454.066,2684.55,515.964,235.728,984.961,959.843,4133.85,214.733,1587.17
219478_at,340.759,595.56,2548.97,968.011,2952.39,2563.73,1140.54,353.124,3996.69,2565.19,2576.25,596.519,278.319,272.648,471.003,2914.95,658.953,4265.83,149.604,1253.52
219479_at,177.387,1644.76,3529.17,2036.05,237.139,745.683,307.85,4493.45,235.541,455.684,4004.38,1282.94,263.285,529.014,275.057,1745.84,4370,242.026,129.362,197.597
219480_at,625.24,299.946,455.354,4396.29,1013.96,856.178,6445.2,555.734,2559.12,3606.56,370.065,718.629,2797.74,1095.85,269.081,2023.9,3442.01,266.36,3762.24,7116.33
219481_at,2855.36,2280.18,481.393,4527.91,1472.94,196.76,5550.77,2357.69,620.653,1320.97,303.596,7429,641.789,4094.68,337.71,219.797,1008.44,1895.24,950.343,2234.81
219482_at,2651.73,552.197,344.592,2945.28,3449.91,1091.85,294.276,5898.69,313.597,3206.05,2910.37,319.213,309.81,368.237,5641.08,164.964,440.142,9846.43,203.515,367.336
219483_s_at,7772.54,666.721,302.943,2127.06,552.657,2718.5,896.33,4497.58,378.831,412.7,740.732,598.646,915.719,1151.04,970.996,346.681,5476.13,2508.7,3078.36,2237.26
219484_at,699.838,250.921,475.124,430.32,345.914,6282.74,2381.92,748.159,144.062,653.794,478.032,6832.44,548.186,1126.04,1968.76,261.368,5275.34,581.386,324.389,250.178
219485_s_at,2648.74,700.304,530.574,1847.22,8623.4,7070.45,2140.1,4264.35,733.711,7305.34,2233.71,322.505,355.007,230.236,2990.62,6296.32,4636.76,2904.93,9174.68,824.548
219486_at,386.2,1164.46,510.354,7121.54,1086.5,2104.5,2095.87,849.173,2962.24,220.008,1591,294.805,3654.47,6862.54,1212.55,802.575,528.47,5262.71,3701.3,305.883
219487_at,440.636,3735.88,1739.24,2050.87,7485.22,446.391,712.213,2603.3,3355.29,5499.9,271.441,3725.18,2767.97,3728.39,1175.67,277.543,7133.88,6720.49,6392.76,266.416
219488_at,1451.78,548.827,503.259,1316.23,8072.88,156.689,6012.98,1066.76,413.575,621.315,387.837,6042.9,4232.15,2899.55,1211.42,2255.62,866.586,622.009,207.591,482.52
219489_s_at,1142.04,899.559,1024.84,365.972,6722.13,6764.63,9372.81,7877.85,13081.8,7964,5924.88,6496.19,3069.84,8586.59,3209.67,3558.76,863.807,646.394,5762.18,2837.1
219490_s_at,9637.97,5089.43,6245.34,1781,3042.12,2683.04,4264.82,574.582,219.101,8945.86,353.55,318.211,3682.3,8831.51,1486.78,4393.24,1011.73,7874.54,2965.68,530.143
219491_at,590.578,7579.97,3445.34,2146.72,3310.46,4554.1,4017.87,996.828,326.307,803.402,351.321,773.335,464.75,3398,294.4,1181.28,310.675,333.489,1029.09,569.272
219492_at,628.021,6423.79,306.601,897.175,4726.54,5850.39,1494.58,4386.37,4927.63,1498.87,496.766,2838.76,5433.79,479.764,289.101,476.419,3193.78,230.302,4587.45,5704.3
219493_at,363.388,418.473,4740.89,3522.87,491.098,3855.85,301.878,1052.75,181.758,127.7,268.627,367.474,3540.61,462.77,634.695,1626.65,1539.41,227.92,245.731,1071.5
219494_at,1467.6,4386.5,1964.66,5834.36,928.013,1523.2,1026.75,320.898,564.847,5730.53,412.699,823.596,434.542,1143.98,1124.42,443.712,317.764,3641.41,460.796,819.39
219495_s_at,1211.03,2880.86,5012.69,3818.23,883.536,1133.45,475.209,2904.52,4176.39,5100.52,3328.07,3839.52,1640.94,653.499,2674.8,297.11,6516.69,122.626,558.866,1899.3
219496_at,6755.28,7741.94,423.262,332.544,2251.59,312.321,2283.16,2525.98,4618.23,2644.38,333.803,1616.74,764.712,3367.5,3762.17,453.878,5780.43,1576.92,2548.7,4554.52
219497_s_at,3360.22,6917.98,5544.63,454.335,7403.74,4274.08,453.278,9629.56,681.284,384.847,903.289,525.333,165.161,1563,2911.55,867.761,4440.07,234.494,644.959,9571.87
219498_s_at,11060.2,829.197,367.229,588.168,869.191,579.437,862.02,934.132,315.34,4322.27,1761.91,253.983,515.567,333.25,558.177,399.529,1011.27,627.254,947.803,308.669
219499_at,395.342,365.028,355.059,8041.81,12582.5,318.934,320.659,401.894,4804.5,5399.36,5869.73,4368.76,3629.97,2810.56,701.015,691.117,725.632,289.56,1404.25,4599.22
219500_at,419.476,1841.46,497.181,1158.58,1306.44,1507.68,582.458,254.129,4560.02,1332.79,536.998,394.157,3527.01,575.862,5284.38,598.268,770.89,1048.22,339.625,6267.88
219501_at,3873.95,2704.86,870.092,1682.43,3876.68,781.845,3216.07,2881.68,992.818,1588.32,2886.11,3745.81,3359.9,4247.13,3001.18,5060.45,3457,854.46,202.054,1088.75
219502_at,399.311,870.688,1216.29,268.418,3975.42,1204.28,346.649,1063.06,3710.72,3910.08,5072.54,4990.58,187.499,420.438,1761.71,296.564,4254.59,373.567,169.154,271.78
219503_s_at,7751.62,1531.91,597.843,1534.34,719.751,361.356,907.365,8217.58,104.217,3065.77,1200.51,4066.7,350.146,199.231,2451.38,445.041,375.59,347.313,2383.18,731.377
219504_s_at,362.157,1732.25,7251.28,898.475,3594.96,1533.72,3997.61,356.641,3119.15,416.583,965.636,3344.82,244.413,293.749,2817.6,6026.22,321.012,10464.8,2127.56,6150.32
219505_at,5421.77,4324.37,5154.17,766.701,4463.89,1470.9,307.683,326.511,3788.94,3715.54,5098,4234.3,285.321,7539.7,3945.89,4962.58,5624.09,5049.45,3062.24,608.666
219506_at,331.759,9319.75,8698.72,1073.72,723.899,5733.38,288.858,439.877,2335.71,125.432,398.369,964.625,3165.34,4585.44,1769.55,1026.77,6152.92,313.126,6320.85,243.006
219507_at,1697.57,6608.31,344.084,340.676,765.971,375.268,2507.08,2767.82,761.989,492.847,956.488,1025.64,279.596,1174.92,876.431,2893.43,12030,710.259,4321.1,345.492
219508_at,322.171,3329.94,958.233,5859.11,1504.58,7723.66,3960.84,4014.6,8475.33,811.507,6101.27,6175.09,467.475,2198.07,262.833,562.242,692.078,312.582,2698.19,426.464
219509_at,537.103,1986.48,670.562,1282.76,631.484,446.269,695.739,851.793,921.945,2911.09,836.937,603.207,247.277,261.268,345.283,4371.23,9934.83,552.28,1549.58,494.044
219510_at,871.657,858.608,365.43,1993.55,3108.21,933.313,6761.13,5803.82,576.603,281.917,939.951,2062.59,2121.41,7447.69,572.623,386.106,605.807,6160.93,201.565,2652.81
219511_s_at,332.339,608.848,503.927,1160.25,206.296,400.3,303.207,858.455,507.018,246.504,337.716,816.222,3273,436.726,433.484,4123.12,346.495,488.163,264.229,1664.85
219512_at,936.609,667.565,940.797,507.062,715.64,709.849,1201.15,512.628,285.338,1634.01,463.746,623.703,4089.52,2144.43,4533.12,1165.39,2753.59,8299.95,4905.96,3628.5
219513_s_at,2210.12,683.687,500.455,1852.67,6381.36,596.762,1129.97,1944.77,1426.67,1187.35,5412.47,4209.12,2672.34,448.006,277.374,1653.5,365.184,154.209,313.711,2135.73
219514_at,1140.35,2854.04,3937.18,652.077,288.935,3340.23,1246.73,329.653,2324.02,227.713,5735.31,559.692,2880.35,1124.13,4611.75,3603.93,592.778,8736.89,569.783,5744.67
219515_at,801.539,455.803,887.482,5987.41,9520.61,437.864,2971.62,613.867,256.778,3163.54,319.182,277.402,3493.49,3900.31,5925.48,771.882,278.927,1119.04,2716.1,912.327
