probe_id,GSM178746,GSM180372,GSM180373,GSM180374,GSM180375,GSM180376,GSM180377,GSM180378,GSM180379,GSM180380,GSM180381,GSM180382,GSM180383,GSM180384,GSM180385,GSM180386,GSM180387,GSM180388,GSM180389,GSM180390
1007_s_at,6028.23,6789.09,365.911,9729.82,1228.75,487.388,4622.26,3111.49,4067.64,677.496,3288.81,330.381,5420.46,498.66,264.522,369.174,276.775,259.023,279.138,645.173
1053_at,2286.36,495.613,198.994,1817.31,1050.75,5145.49,246.036,2502.5,6182.42,4238.76,3102.73,465.849,1499.12,344.605,577.145,392.946,5271.26,328.905,340.949,843.406
117_at,1395.53,6392.43,914.5,3670.66,1118.21,1145.92,402.172,4456.05,9122.66,5445.82,4211.6,1376.7,23555.9,5808.69,4805.93,1854.94,4423.7,3909.18,7259.02,7850.96
121_at,628.693,363.049,5097.14,3666.72,1575.66,5801.72,919.498,452.322,927.056,2618.86,657.68,7311.96,3254.39,449.025,4776.19,2491.81,2585.91,2409.33,5025.83,5898.96
1255_g_at,5956.2,284.325,417.565,1924.53,398.236,353.434,7264.06,289.891,432.542,4235.26,1411.89,1463.28,918.129,433.895,2870.94,3275.61,212.807,460.142,821.593,752.295
1294_at,932.655,7887.12,3839.51,1008,5142.21,1724.05,523.521,1912.48,2995.28,4958.83,337.472,373.749,3477.7,3617.25,2191.17,5587.32,946.816,4014.49,1058.58,3383.74
1316_at,272.461,2310.75,11373.8,1179.54,1468.39,1185.83,3630.73,1106.07,3090.43,2446.06,909.19,417.187,1777.61,2828.34,451.71,1383.95,2669.93,3782.5,3812.9,2713.31
1320_at,451.473,836.517,385.355,421.768,2613.2,350.175,5046.37,2747.67,421.127,472.402,296.456,5287.74,161.778,779.589,428.721,164.442,285.038,3701.99,3927.78,543.19
1405_i_at,2132.23,436.487,662.709,266.05,1850.78,6024.59,623.774,4267.06,888.686,5824.96,565.323,4065.82,623.606,1690.75,3429.35,508.732,360.897,183.381,2694.81,3160.7
1431_at,1878.77,1097.29,298.472,956.852,708.759,356.888,424.357,453.53,1470.89,120.914,1119.04,1402.27,2966.4,334.767,4009.84,842.748,285.122,312.886,445.028,601.541
1438_at,4226.34,2502.49,3434.34,731.19,1990.48,10482.8,374.505,533.645,941.529,4475.4,480.644,550.334,247.362,650.268,2738.78,621.609,1418.54,590.363,1117.49,369.317
1487_at,5758.01,3968.72,1813.56,354.036,514.311,1044.35,375.891,852.765,4201.97,3426,4449.87,2052.15,1420.54,382.048,1322.71,4092.17,436.306,697.468,4385.78,817.64
1494_f_at,911.528,466.054,2571.75,4258.3,5834.99,3106.43,420.972,2907.52,7571.41,1147.3,339.209,212.771,1886.53,1225.15,350.662,673.658,1386.38,730.12,1116.25,268.034
1552256_a_at,336.012,4116.89,4314.99,2498.29,1564.22,344.168,2880.24,7128.91,4320.62,180.519,6198.51,318.017,220.171,4161.88,388.109,3139.73,5081.42,4523.67,3461.17,759.56
1552257_a_at,1147.49,5306.61,3529.93,1428.06,7392,818.221,1645.91,216.119,4725.6,6878.93,4583.31,752.247,205.518,1978.83,3741.56,2593.77,508.089,4044.72,5647.18,8207.53
1552258_at,356.782,619.234,564.162,5203.15,1034.62,383.643,7040.46,5494.51,5175.87,540.993,921.607,3282.61,2681.49,391.609,5567.81,3041.42,1252.76,563.097,251.1,480.219
1552261_at,822.067,7438.09,5915.82,7639.45,2400,4023.38,5434.77,1075.79,2603.56,4908.45,1314.05,2983.15,2109.75,1586.93,2581.58,6489.77,1848.65,9336.59,4418.15,916.357
1552263_at,1071.33,744.93,793.442,1213.96,250.364,738.412,3340.66,3686.38,19027.6,20041.7,9568.85,7788.02,20369.2,7404.68,9581.92,8576.12,4434.01,1368.47,15164.5,9186.24
1552264_a_at,270.236,5100.16,368.656,929.844,256.132,643.735,614.292,276.393,1174.78,2523.35,304.138,8065.47,4501.5,544.271,3229.02,224.499,2987.53,1737.51,2697.64,427.275
1552266_at,2303.44,265.893,3646.94,6211.16,6023.19,1008.33,560.76,8212.45,3516.24,522.128,4394.34,327.835,491.287,552.447,1279.2,244.121,237.944,280.7,544.891,2680.71
1552269_at,500.487,428.75,824.977,597.332,226.056,6945.19,3764.92,675.401,343.346,2599.09,714.42,763.958,1542.08,396.339,706.135,365.338,3582.91,4904.78,169.4,225.572
1552271_at,696.964,1470.53,658.884,447.978,247.459,530.608,452.063,239.492,468.956,2959.44,721.421,201.906,287.888,3275.92,5216.49,299.833,273.667,2187.02,114.518,1678.42
1552272_a_at,277.322,230.475,359.993,701.919,3813.96,1661.28,358.29,296.091,2413.93,614.369,451.715,3918.59,194.217,512.249,280.553,4195.49,1201.81,949.815,481.515,630.626
1552274_at,414.44,1607.97,14591.4,675.748,10482.9,6493.25,3398.67,15840.2,291.3,4342.56,941.235,1099.93,1649.78,1938.03,1002.89,240.258,307.975,957.521,3003.58,3518.65
1552275_s_at,389.303,254.876,661.134,365.436,382.614,1575.75,610.073,1704.83,240.213,990.403,9801,2777.41,3650.41,2225.76,6155.98,1149.97,2425.01,2589.46,4535.89,507.235
1552276_a_at,838.499,410.269,281.798,1026.61,285.277,5160.22,923.942,959.718,2740.55,898.012,747.3,307.883,221.362,213.091,1781.51,424.529,1923.47,891.064,221.01,596.705
1552277_a_at,308.899,850.663,306.03,4900.57,3206.9,344.649,916.33,8938.11,769.16,4229.39,484.652,199.673,767.282,3321.34,282.278,1694.06,795.629,260.395,313.517,2029.84
1552278_a_at,274.528,1265.59,659.157,1938.26,1852.67,486.519,643.359,349.807,723.882,632.682,2290.02,4707,1526.05,6016.74,5604.54,1052.12,3050.89,1464.1,5243.51,152.067
1552279_a_at,7511.46,8822.74,5526.76,9071.64,474.058,9292.59,3972.86,826.561,2610.9,3226.08,6494.54,6420.39,7068.89,1354.64,5433.68,1640.05,873.524,519.695,1739.76,4973.29
1552280_at,11876.1,342.352,964.741,2739.73,6028.23,3484.47,1369.81,1657.96,533.388,516.869,248.188,325.7,2770.13,3367.35,294.222,1309.18,2298.16,4988.34,4937.68,1434.5
1552281_at,3781.1,6703.59,5918.35,4995.97,292.418,8643.92,1153.02,931.97,562.018,3879.59,408.583,293.854,3046.99,762.741,5378.26,3714.09,905.809,394.066,850.823,7528.04
1552283_s_at,2364.01,9215.68,2112.57,3166.11,4153.04,9820.41,4233.84,750.626,5259.7,172.698,7205.69,979.903,2868.57,3885.97,237.085,8647.85,2694.27,699.697,5417.02,6072.85
1552286_at,3272.68,1703.78,1550.47,415.484,846.046,4637.63,1326.82,5317.16,6643.47,362.392,1667.25,456.935,5461.23,6501.22,401.781,501.922,2005.03,5749.95,1403.2,334.016
1552287_s_at,3691.29,4517.22,7365.47,2127.33,3386.92,692.709,514.633,4203.97,4431.73,165.881,260.66,322.335,292.766,5574.71,3923.2,2621.42,4917.66,225.545,3448.01,751.367
1552288_at,3263.33,239.724,9254.42,318.218,533.452,471.742,198.94,214.678,2319.99,4837.96,547.702,698.571,714.974,672.536,2372.3,4336.08,2723.65,271.827,2862.47,1141.32
1552289_a_at,725.521,318.958,1431.24,1310.7,7495.64,343.107,176.691,1272.98,1013.45,483.008,744.985,566.66,739.181,858.509,4522.87,216.377,2387.22,894.122,3264.14,254.69
1552291_at,829.809,198.957,1743.98,270.551,212.142,1560.8,1632.54,238.653,4823.34,4314.92,8993.91,3898.05,7350.23,5552.95,7075.36,1191.98,251.78,2858.65,6668.14,968.751
1552293_at,993.76,2792.62,6007.13,426.117,2178.58,1154.89,236.677,268.246,233.379,888.365,4379.58,625.568,499.106,1879.6,598.005,289.786,1220.43,284.427,7675.82,1114.41
1552295_a_at,2479.21,257.797,8323.88,511.331,875.106,6373.2,4829.22,2550.77,974.836,1036.46,714.577,3007.87,513.972,8380.02,3180.48,6644.27,7886.28,3751.81,3011.6,578.103
1552296_at,637.254,1443.62,3976.52,2352.78,3523.93,396.686,3182.04,3433.35,8472.47,1497.84,5281.44,847.759,2304.22,626.212,4579.56,361.134,416.428,1231.91,152.136,342.53
1552299_at,6101.99,877.795,1102.71,3252.5,833.698,789.779,186.046,282.009,139.719,388.306,5348.65,815.83,189.758,496.941,838.896,1416.6,369.249,529.952,843.847,1168.31
1552301_a_at,226.66,402.466,12068.3,827.574,1288.3,5050.83,4070.91,605.036,2765.42,1068.97,1070.25,5381.45,5071.36,2130.08,7922.59,523.258,431.699,2313.05,211.316,367.321
1552302_at,377.548,6840.28,4092.82,4637.65,206.897,348.286,4553.39,2476.86,2209.38,121.459,3225.45,6170.46,138.565,4678.44,3867.61,3149.58,1122.11,773.927,626.116,2737.28
1552303_a_at,872.347,249.711,374.55,1650.64,675.713,2221.79,1440.33,256.647,143.554,4563.43,575.091,684.049,729.318,136.5,817.044,2293.21,4094.97,631.611,741.06,3064.84
1552304_at,839.393,269.697,286.052,871.862,4910.4,2155.53,359.093,552.745,616.718,534.426,946.258,393.569,358.586,316.868,1486.14,1163.41,224.315,644.947,286.047,549.842
1552306_at,239.489,2402.42,467.911,556.829,4843.34,3281.34,3560.6,2415.47,810.581,560.612,6740.34,3053.4,240.826,354.432,2031.5,669.349,6073.04,436.813,250.567,3780.21
1552307_a_at,5711.18,389.302,8404.86,436.481,4175.29,343.313,403.962,10746.8,191.998,4579.87,798.816,773.28,2616.9,6273.68,3835.04,297.263,1555.52,2564.85,269.9,664.128
1552309_a_at,909.43,355.446,1837.47,638.219,310.498,845.063,2078.98,751.965,4450.14,2368.28,479.472,399.35,1426.17,1952.84,4204.58,1092.11,242.408,597.835,416.423,699.634
1552310_at,378.122,325.661,6102.98,1068.61,8533.51,4238.34,263.632,233.339,2685.03,2393.35,292.644,4081.47,1220.08,1404.02,2701.62,5084.59,359.912,313.231,1315.17,1197.38
1552311_a_at,8058.4,8276.99,4781.51,2121.11,942.087,4093.5,4408.76,506.554,2192.04,392.819,2470.91,983.354,2397.54,7956.33,6254.25,11126.8,7593.61,4969.48,1127.06,393.64
1552312_a_at,418.204,725.513,474.386,1597.12,1820.13,2051.52,369.59,491.376,4945.98,3379.46,1071.2,4196.87,195.471,394.5,308.38,3844.49,650.856,5727.92,1709.73,1447.26
1552314_a_at,1034.78,234.304,3119.13,659.664,2928.4,2877.61,279.324,703.643,6492.41,1647.4,4125.93,4730.51,817.99,2123.9,10744.7,1775.55,4428.27,3759.16,2248.8,1523.08
1552315_at,440.998,8611.37,755.951,1329.56,410.153,5941.5,270.57,3999.55,1668.56,2074.99,383.523,248.207,626.629,498.18,1987.38,3267.94,5590.71,434.936,546.11,613.446
1552316_a_at,663.074,3369.98,3624.78,3476.25,353.422,243.696,6452.82,3159.63,1886.29,149.165,1652.75,132.343,2307.88,8718.56,238.752,7277.29,165.766,119.618,136.741,7625.46
1552318_at,319.287,4522.49,3791.12,4167.82,732.911,2191.1,7217.39,7090.39,5080.13,2599.62,518.428,3719.44,1686.45,4945.65,280.693,186.341,1383.51,4469.24,279.214,187.266
1552319_a_at,393.473,315.534,2684.03,5638.51,4007.15,9292.74,338.089,5907.75,4641.48,956.587,1218.2,967.338,2255.43,222.755,451.389,6459.15,10925,1916.52,770.833,1251.55
1552320_a_at,4894.7,5320.67,637.788,3601.82,912.73,285.123,1196.94,3080.51,3474.93,2476.03,423.999,676.613,235.295,254.736,2088.95,7394.16,281.521,3980.14,772.312,905.068
1552321_a_at,3369.67,532.034,1055.14,279.951,346.802,850.704,253.153,273.048,3667.82,316.813,188.134,274.445,712.028,245.086,2457.27,1726.63,2868.42,627.553,128.26,440.359
1552322_at,433.993,405.875,408.813,3729.24,5118.48,8018.41,2214.39,3981.84,264.365,1252.19,1206.97,576.707,511.629,354.769,3866.64,1473.18,271.08,2275.71,192.616,1308.81
1552323_s_at,3249.96,1872.29,8883.61,428.17,302.012,418.093,4884.5,447.68,222.054,2619.51,5063.41,241.309,494.606,1754.93,2577.98,5046.77,1741.75,901.352,450.685,842.552
1552325_at,6182.48,651.042,3138.76,432.499,572.745,969.917,708.901,920.163,1238.46,336.648,118.866,145.955,4842,83.8189,1010.5,968.31,8188.49,473.485,405.029,3475.48
1552326_a_at,6635.5,2878.19,597.95,820.232,8531.19,3782.96,888.27,400.51,199.173,876.481,4346.12,197.229,4167.1,2199.55,2362.06,387.707,345.575,3188.74,378.14,3325.66
1552327_at,1364.24,403.424,14141.3,404.241,765.242,309.951,233.866,2974.5,286.762,168.177,995.233,815.151,2674.21,2385.89,180.966,627.527,3744.77,3327.69,223.239,5285.45
1552329_at,4560.75,6971.16,2823.09,2683.19,437.928,4572.76,1798.12,316.073,256.223,11347.6,725.525,3973.12,5064.42,486.162,3461.49,3511.91,4031.51,1687.88,2747.98,855.228
1552330_at,6830.23,569.886,5786.45,296.527,4222.73,125.884,7487.07,361.373,1198.53,992.791,1576.06,4480.7,198.456,3012.11,5537.93,6250.17,620.121,6950.54,4509.44,140.889
1552332_at,924.211,363.565,4732.71,314.702,288.489,770.501,1442.49,1174.46,308.335,437.105,227.037,833.534,674.586,400.737,845.07,230.556,831.303,185.537,290.616,1427.88
1552334_at,1771.02,363.747,3658.29,1138.33,499.299,2267.31,216.325,641.119,1972.86,126.71,1326.03,7542.12,3899.73,589.571,3213.71,4939.18,1389.25,311.138,3789.79,1135.22
1552335_at,387.102,3859.26,503.341,6119.62,351.224,1612.44,313.924,4617.32,209.801,137.183,298.157,730.489,211.594,3333.58,227.131,5976.01,207.397,301.853,277.817,275.757
1552337_s_at,2848.72,3521.53,5708.6,1519.1,935.684,5893.48,2880.36,2201.58,3259.79,794.428,5365.74,1387.67,226.925,514.706,1548.72,1005.02,1057.84,5215.42,137.111,489.231
1552338_at,515.198,401.343,251.004,2737.22,3404.84,1081.07,3465.49,264.013,537.329,128.842,3619.1,3273.89,2841.76,196.225,254.051,1911.39,486.908,246.839,181.243,245.152
1552340_at,395.737,3811.41,791.379,4417.11,3578.35,1021.72,512.129,772.822,2354.74,612.159,1844.55,391.382,1960.67,1195.75,5954.01,1144.03,9631.41,9045.56,8517.11,487.662
1552343_s_at,8312.65,12484.4,6567.64,901.976,6425.1,7050.96,1602.11,11764.6,3904.12,5396.89,758.032,6258.21,8201.87,5451.76,552.213,5759.49,2413.59,13427.7,9741.15,11911.5
1552344_s_at,819.915,571.982,1152.59,1618.89,3443.55,922.154,342.985,1058.5,1906.29,213.943,313.834,5032.56,2495.88,305.995,4818.33,374.382,778.16,226.103,174.424,2201.35
1552347_at,6508.97,3162.86,4315.06,408.576,324.605,491.801,3048.8,1765.77,389.948,167.017,1248.7,4737.29,207.744,2108.99,5971.36,320.014,2770.59,754.942,9167.18,4626.24
1552348_at,491.263,224.125,1378.23,270.306,8179.31,205.85,4654.8,3132.35,5430,941.885,5841.02,1613.74,2203.08,257.204,7590.77,206.32,10281.3,3012.62,1143.72,839.627
1552349_a_at,366.713,1539.13,604.334,456.851,559.876,850.398,321.65,3165.67,195.02,1824.14,1488.02,2123.84,1164.61,481.237,882.054,3663.97,843.443,1480.97,4148.51,4359.07
1552354_at,351.106,1016.4,2395.25,409.664,2809.67,5435.91,257.338,276.817,243.938,304.949,461.646,315.318,6145.16,545.803,8704.41,294.532,357.36,390.5,287.585,288.375
1552355_s_at,3559.27,695.648,1021.98,526.4,240.776,7019.23,426.987,252.872,886.248,4248,477.617,662.339,965.64,536.703,2791.97,297.87,691.298,2529.78,5720.19,431.613
1552359_at,271.098,297.233,302.542,4123.23,170.443,992.948,233.148,2505.53,293.653,4347.28,321.833,3223.35,359.17,1661.72,2290.43,336.122,3153.74,3093.12,418.682,340.415
1552360_a_at,353.884,333.186,380.493,698.08,9644.69,6015.75,933.36,712.935,238.947,2311,8408.45,6667.78,811.986,261.922,1350.58,502.45,8710.58,1629.24,3728.07,1929.14
1552362_a_at,263.8,2615.51,6345.48,4255.46,5844.6,783.923,844.596,260.517,221.101,869.193,4889.26,3677.9,976.774,214.867,2910.29,289.994,1861.91,4572.44,3323.8,5351.55
1552364_s_at,336.922,5259.28,955.07,5319.6,359.824,3669.71,1004.37,6250.57,169.278,1196.99,1726.37,6220.02,204.038,152.192,996.348,451.33,147.582,336.096,222.074,248.46
1552365_at,363.856,333.498,1142.05,3348.32,5180.66,287.389,6517.5,401.565,969.881,3856.5,3978.76,380.48,3840.15,190.991,547.24,361.813,469.819,5755.02,2407,718.122
1552367_a_at,479.847,486.32,964.487,5007.67,8520.44,586.123,2835.69,867.284,581.432,132.435,1077.33,3559.08,144.438,2703.61,5081.7,476.516,184.113,254.484,213.843,212.27
1552368_at,4488.44,8119.09,496.79,1125.57,1049.5,588.601,793.022,632.836,268.06,282.879,294.482,4881.17,553.698,403.065,5866.41,301.593,6569.42,3064.64,3077.34,825.321
1552370_at,4692.53,258.514,6539.68,280.671,671.6,2936.96,180.185,7152.71,132.07,301.39,293.185,4687.74,2146.55,3003.25,545.034,1493.84,978.083,1006.91,262.475,1813.88
1552372_at,670.907,397.881,4925.82,3790.49,280.439,5257.39,331.692,1649.88,2561.07,303.914,364.161,511.909,477.538,328.014,811.093,3469.86,246.129,213.532,88.2082,413.531
1552373_s_at,4344.97,391.713,3845.75,1203.71,360.306,316.046,6728.77,443.06,168.809,175.666,6327.43,373.355,448.467,59.7733,7170.26,835.638,372.447,299.544,286.892,1775.96
1552375_at,7365.48,674.615,405.013,3847.43,982.53,679.22,850.833,2770.58,1917.4,646.733,750.076,3172.2,579.066,955.931,216.539,475.719,430.853,798.445,205.597,4743.19
1552377_s_at,11017.3,6256.16,7638.79,957.426,371.223,286.034,710.986,1315.51,2103.45,698.116,2145.56,9204.27,5388.02,743.294,585.112,657.305,959.485,341.087,2677.48,377.308
1552378_s_at,270.931,888.259,221.649,341.254,758.677,243.969,2357.65,219.024,6579.35,5498.83,225.758,2240.73,230.447,1407.64,2436.88,586.258,3296.34,892.528,868.715,694.752
1552379_at,818.211,4222.25,9000.42,381.919,3024.48,429.984,249.478,6241.73,2743.55,138.059,392.698,5941.6,249.99,3610.99,3414.83,3739.55,223.77,416.827,757.052,1706.56
1552381_at,4784.33,4673.08,632.775,7202.16,2247.71,2191.19,350.009,3648.09,273.391,324.976,2674.28,1223.05,3468.9,5179.83,698.18,207.067,1719.9,899.213,1525.43,2668.95
1552383_at,3978.92,6825.75,373.031,3909.58,4507.07,297.659,2248.16,551.707,1333.3,194.088,275.247,669.138,486.923,491.804,366.341,190.413,532.03,1911.91,173.701,404.503
1552384_a_at,271.501,274.277,2704.97,252.083,282.904,284.071,297.085,422.088,4349.67,341.472,2528.56,285.126,926.648,780.074,1460.71,5811.38,3296.62,2895.59,5144.85,813.521
1552386_at,2899.01,450.349,355.303,487.223,3805.45,592.884,1344.71,250.291,612.782,3143.01,544.948,4541.12,7265.73,2827.21,1264.69,4193.55,6305.13,293.065,4698.69,7717
1552388_at,279.189,301.471,388.566,3597.13,639.699,660.981,250.74,738.675,442.562,385.74,4132.77,202.486,8714.71,351.296,5956.62,236.758,2064.15,296.731,407.104,1019.31
1552389_at,194.525,261.153,1541.35,1134.3,1039.08,4068.85,423.762,4370.93,584.368,321.525,6669.43,3217.61,4890.2,1699.38,364.277,5396.55,504.619,3641.63,166.481,4310.85
1552390_a_at,774.241,3086.31,780.874,893.733,4334.75,728.199,1899.92,345.974,1578.95,246.377,1668.73,1969.4,4033.81,583.291,799.371,199.816,193.89,1915.78,2073.44,225.423
1552391_at,562.873,830.548,3004.69,5022.48,1922.39,637.559,770.472,1252.68,1342.09,2535.62,948.876,3322.94,194.096,2089.98,811.182,405.39,1277.85,454.859,217.273,6429.01
1552393_at,2029.02,6934.4,1018.48,8024.14,3043.31,389.729,2828.32,4573.99,185.949,146.702,327.465,1837.77,3119.33,394.057,466.773,6769.82,428.778,329.229,202.412,186.074
1552394_a_at,391.316,326.933,379.547,11028.1,576.278,309.446,4025.28,228.371,234.449,3792.68,1123.51,1906.06,364.91,143.282,3113.53,2679.24,2971.84,523.422,2390.83,1066.02
1552395_at,6331.87,4795.46,2660.09,383.968,392.492,350.223,398.085,350.6,240.559,380.888,7438.83,549.673,382.931,1066.66,891.003,262.66,333.768,360.013,368.361,6301.87
1552396_at,2994.82,3367.59,4503.39,3382.02,311.684,989.531,5941.44,244.32,4318.85,2991.63,305.417,1433.92,266.837,247.793,3127.72,353.092,2489.06,361.598,2554.45,7977.36
1552398_a_at,590.854,3997.49,394.867,1641.05,6518.92,6396.58,3874.29,2845.39,4225.27,7602.73,3440.96,4764.63,60273.3,15254.7,12387.7,3007.42,3852.55,5704.82,34554.7,409.493
1552399_a_at,361.231,2404.63,514.486,638.655,232.398,5642.65,458.332,4839.96,232.591,789.59,858.468,5609.76,247.16,812.623,314.815,665.921,681.012,1311.91,256.953,3514.1
1552400_a_at,9114.03,6168.82,2751.53,10684.1,7736.14,11788.6,304.897,389.62,420.454,6065.06,4719.23,3370.16,5956.32,5495.21,7716.69,10930.8,5583.68,739.069,1847.5,3427.33
1552401_a_at,1337.13,4132.56,379.079,9541.76,2544.25,2358.77,3962.94,281.547,1084.78,1801.99,4035.82,5959.34,443.864,431.22,4887.31,2802.3,354.598,619.559,2867.16,4400.26
1552402_at,3247.96,4837.82,330.925,2270.06,1531.81,5527.63,936.407,6759.38,1379.45,1294.28,618.735,227.174,519.634,956.359,363.831,3059.85,6740.55,749.919,2951.56,331.204
1552405_at,8219.68,1839.73,1223.1,462.609,445.346,2011.61,1634.55,765.337,231.564,1721.34,760.729,544.758,549.863,775.767,912.852,250.206,2762.48,455.505,291.245,232.813
1552408_at,1071.85,388.636,4839.12,454.17,733.124,385.057,4398.7,10217.9,2829.28,708.925,5753.11,2872.5,221.833,344.233,216.014,645.614,2342.71,2419.57,922.591,543.902
1552409_a_at,5183.72,794.653,889.992,425.874,738.876,340.759,7518.82,3857.02,656.565,460.08,1321.3,3999.11,1356.85,1576.8,230.942,205.321,3142.97,325.363,491.829,342.402
1552410_at,371.872,341.849,6753.32,688.821,2912.16,713.175,802.299,892.601,186.54,709.84,2068.06,2640.4,549.454,5046.48,576.779,2458.33,493.368,7067.49,304.77,3754.22
1552411_at,2418.14,8628.42,7752.47,427.709,342.374,401.527,2013.08,8573.63,5812.2,499.887,1488.65,3124.76,3720.52,7124.54,6357.63,1474.86,677.781,4089.1,5356.95,387.884
1552412_a_at,960.926,9149.37,313.817,349.802,2833.72,5147.98,601.1,650.08,1546.71,651.491,279.656,511.179,692.556,346.617,6619.41,965.056,3449.08,1125.37,537.504,306.608
1552414_at,2507.08,1995.5,705.99,7190.3,758.349,308.719,827.254,258.423,2636.27,6829.93,3371.35,5237,5289.8,6637.68,2961.91,1433.26,500.717,401.074,3336.5,741.156
1552415_a_at,6956.2,398.567,324.539,1772.39,706.264,642.104,2331.1,473.632,6813.04,659.649,323.143,5613.46,4149.15,1486.77,697.227,6421.05,362.193,476.412,1818.39,198.315
1552417_a_at,261.869,364.778,5456.36,537.476,590.994,302.682,575.883,299.677,508.56,852.101,246.599,477.143,585.419,284.68,231.351,245.875,738.761,5290.66,509.294,224.692
1552418_at,7304.03,263.054,2575.45,8813.75,10773.8,4267.38,2075.31,7907.74,3036.79,455.013,1827.07,971.708,590.26,485.833,424.311,225.741,156.28,3150.85,1424.9,5261.07
1552419_s_at,5981.57,672.674,1372.61,899.366,572.725,6001.1,1101.2,684.128,4069.47,4150.31,330.811,2574.08,249.654,297.393,791.523,1348.2,3657.4,4171.04,1536.93,6343.08
1552421_a_at,254.408,1597.6,480.654,1697.5,735.587,7206.41,195.141,3400.72,152.614,2361.24,629.446,1033.16,1517.49,1973.77,550.686,5539.84,758.543,2255.27,2935.18,1189.56
1552422_at,2963.89,580.502,479.189,468.949,211.583,7237.05,1461.4,9744.81,711.426,800.954,931.962,429.179,754.853,6632.63,2564.25,463.681,5154.21,1335.51,375.215,2613.35
1552423_at,541.184,370.57,648.021,3363.08,7138.25,7178.1,1680.87,6040.29,1751.52,3946.07,10626.9,334.542,6502.57,10684.9,2443.56,2798.52,7803.09,5422.97,4426.56,5860.32
1552424_at,542.663,3632.12,4928.36,2195.32,347.698,432.074,747.044,1134.55,951.622,225.201,3123.51,4637.43,710.729,2386.83,775.18,594.606,178.657,488.607,1832.24,3586.32
1552425_a_at,310.697,5769.7,231.913,2008.26,326.672,5474.43,5006.01,712.957,1535.95,184.622,566.088,651.642,168.924,191.23,348.418,6824.33,4376.17,2449.9,404.658,257.816
1552426_a_at,1517.54,5172.31,5589.26,529.354,772.586,1434.32,959.736,380.076,6235.75,5475.98,1141.52,278.464,11037,2860.12,347.83,6358.23,571.856,393.104,8780.04,1252.27
1552427_at,783.189,1577.93,189.061,5257.94,3661.5,594.547,235.553,866.62,356.568,844.626,2613.22,1098.79,258.221,1484.61,216.15,856.873,183.138,2900.18,402.419,282.46
1552430_at,4928.48,964.422,12647.1,662,2503.87,2350.16,5281.35,306.297,3822.81,4754.8,6437.8,195.688,5261.65,1562.95,2303.16,6846.55,923.15,2606.31,4078.71,3956.21
1552432_at,7927.23,2208.42,919.042,573.491,436.843,276.255,536.067,268.743,656.668,276.753,2596.88,2209.42,349.624,587.757,375.018,261.361,377.539,269.11,827.569,4407.04
1552436_a_at,2114.32,539.599,561.95,339.76,3575.99,295.05,316.272,1127.2,5621.37,3084.64,540.515,535.827,168.183,2365.99,4981.47,407.97,959.335,226.985,693.987,2218.22
1552438_a_at,203.585,578.46,330.761,3746.82,732.482,3290.19,2338.2,127.902,4215.05,175.908,307.226,815.311,4534.7,881.486,5440.47,1264.9,270.949,876.924,6155.25,1479.97
1552439_s_at,450.968,2253,1217.03,766.049,310.71,216.237,2223.52,376.978,731.336,451.306,2118.4,5092.04,3877.43,978.389,350.733,539.445,269.128,845.94,497.127,448.957
1552440_at,5400.63,3259.17,7670.75,487.215,1371.69,309.262,330.37,6808.93,1667.83,1574.25,304.481,3516.68,1829.81,2906.52,1181.93,882.387,320.443,4012.98,2832.91,14155.5
1552445_a_at,1062.34,3667.31,5454.12,9304.03,699.256,3877.72,4781.57,454.789,927.921,749.851,3916.86,2933.75,3616.33,156.16,762.195,504.232,4879.56,7470,4259.12,5080.22
1552448_a_at,239.59,1403.49,303.119,498.355,3936.7,641.32,416.815,5090.29,171.338,200.562,378.33,968.173,3674.48,2174.55,777.804,1234.57,305.258,1970.54,3784.07,2039.36
1552449_a_at,358.849,671.062,6156.67,5924.88,4416.54,730.493,306.426,527.415,117.074,4249.5,696.695,454.707,169.95,659.86,860.154,350.185,2045.04,4727.32,121.587,3439.41
1552450_a_at,10079.5,835.257,6854.8,773.428,583.904,765.386,3428.45,6336.66,1028.09,362.402,1621.69,474.101,1374.8,5640.59,491.078,645.001,883.9,1309.9,6237.72,1487.46
1552452_at,308.418,5083.57,463.495,421.227,390.93,437.065,661.004,440.622,1563.13,705.849,3563.1,866.016,697.314,2221.62,405.395,1269.09,811.534,5298.97,529.697,1773.12
1552453_a_at,5696.92,469.764,3145.49,4883.37,786.134,358.722,1176.31,4720.94,201.954,613.722,1075.38,516.733,743.518,5951.32,850.556,1074.95,1604.77,418.769,525.539,1668.72
1552455_at,648.725,328.697,305.565,289.202,7197.39,5634.48,3752.01,347.622,1070.15,1949.25,3973.29,2310.04,152.995,5003.41,7065.53,255.31,219.565,267.047,1387.51,1048.64
1552456_a_at,16111.7,1812.13,2521.12,240.735,1150.49,10159.1,1744.71,5364.11,175.291,2641.67,443.945,334.944,330.705,1604.13,1073.27,1077.08,232.131,219.594,390.868,287.331
1552457_a_at,602.885,991.883,428.233,5792.15,330.76,8130.9,1038.29,3292.03,249.527,357.633,254.809,3470.79,156.32,172.457,192.916,384.043,333.277,376.116,162.931,245.406
1552458_at,344.409,294.12,346.64,2202.72,403.002,262.005,337.444,747.334,179.43,105.06,1008.05,5302.22,2984.91,3661.41,8215.31,174.998,531.113,6154.82,6327.92,318.983
