logFC,AveExpr,t,P.Value,adj.P.Val,B,probe_id
6199.15,4565.05,4.17110205111624,0.00042962863529295,0.606138101835407,-4.59503564966731,202160_at
3255.599,3022.6505,4.16381589726337,0.000437189833753909,0.606138101835407,-4.59503582879845,233926_at
3574.7027,3454.60165,4.16370588924923,0.000437305007326326,0.606138101835407,-4.59503583150495,240567_at
3764.046,3119.6902,4.15389392878863,0.000447700551753665,0.606138101835407,-4.59503607313819,212299_at
11397.534,17705.133,4.14174677857354,0.000460912705526406,0.606138101835407,-4.59503637291313,234382_x_at
-4314.347,3267.5787,-4.12582847986398,0.000478817756376016,0.606138101835407,-4.59503676681514,224684_at
7520.7097,5466.40915,4.12205839510774,0.000483159086522969,0.606138101835407,-4.59503686028262,213153_at
3723.8298,2763.5374,4.11821737627423,0.000487622501549874,0.606138101835407,-4.59503695557785,234163_at
5239.7272,3989.2024,4.09315684460345,0.000517771014817639,0.606138101835407,-4.59503757903696,219828_at
4356.2171,3143.17755,4.09208550071678,0.000519100522929367,0.606138101835407,-4.59503760575597,222125_s_at
12375.3844,9479.6698,4.07774381263082,0.000537229495819323,0.606138101835407,-4.59503796395329,AFFX-HUMISGF3A/M97935_3_at
23768.0229,18507.84655,4.06604554820908,0.000552483443641579,0.606138101835407,-4.59503825684343,235529_x_at
6137.0508,6718.5476,4.06533278324268,0.000553426686183113,0.606138101835407,-4.59503827470969,201783_s_at
-4737.324,3554.385,-4.05599887839916,0.000565927937048109,0.606138101835407,-4.59503850889392,238392_at
8658.6626,7811.8457,4.05306045579948,0.000569921425973327,0.606138101835407,-4.59503858270212,202665_s_at
14008.9006,12406.3817,4.04516158345687,0.000580796210797703,0.606138101835407,-4.59503878130821,226603_at
7836.912,5460.3554,4.04303466345114,0.000583759620459539,0.606138101835407,-4.59503883483635,227645_at
-4158.9425,2502.26485,-4.04031651925744,0.000587568713256087,0.606138101835407,-4.59503890327449,203439_s_at
4111.8946,4698.3617,4.00998126728999,0.000631796521760194,0.635177604357633,-4.59503966939272,1563116_at
-3321.8395,3241.25125,-4.00527224946709,0.000638953237122448,0.635177604357633,-4.59503978870147,225603_s_at
15499.0921,9531.85095,3.97850188918307,0.000681198825491311,0.659115711220819,-4.595040468904,213797_at
-2705.9966,2574.7377,-3.97462531242231,0.000687542478081141,0.659115711220819,-4.59504056767621,244662_at
3716.664,2832.002,3.96504229344939,0.000703477501268687,0.659115711220819,-4.59504081213963,1564151_at
3824.6897,3012.65335,3.95734439579928,0.000716543480159047,0.659115711220819,-4.59504100881764,1564360_a_at
-3472.5324,2825.2588,-3.95341288207706,0.000723309422464547,0.659115711220819,-4.59504110937048,1552652_at
-1867.2045,1289.15835,-3.93617657980259,0.000753729782738236,0.666461604579651,-4.59504155103858,1564379_at
3360.5541,2709.15565,3.93505664615502,0.00075574978479997,0.666461604579651,-4.59504157978278,1559035_a_at
6851.2362,6299.3159,3.91644117328282,0.000790124960097004,0.674599657306491,-4.59504205839892,209007_s_at
10330.9231,9349.86945,3.90792937956458,0.000806355999008935,0.674599657306491,-4.59504227776401,204563_at
3513.073,3540.7845,3.90652138102095,0.000809072634146065,0.674599657306491,-4.59504231408224,211930_at
-3307.6639,2363.90385,-3.89988723727198,0.000821995563054446,0.674599657306491,-4.59504248532476,207775_at
7613.4818,7471.6541,3.89751308502346,0.000826669904701141,0.674599657306491,-4.5950425466551,201365_at
-2824.501,2416.1955,-3.8742947540203,0.000873797209356125,0.70078798131169,-4.59504314777271,210666_at
-3923.3566,3131.5982,-3.86600972311786,0.000891251356353933,0.70078798131169,-4.59504336285227,207852_at
4028.3363,3730.32685,3.85679380905861,0.000911073232418394,0.70078798131169,-4.59504360245556,227535_at
-3157.1764,2235.2771,-3.84786958471459,0.000930684314371641,0.70078798131169,-4.59504383483353,235698_at
-2854.332,1805.3332,-3.84660833784866,0.000933489475286989,0.70078798131169,-4.59504386770351,228893_at
-2800.2079,2859.08905,-3.84563245341103,0.000935665708930102,0.70078798131169,-4.59504389314134,239149_at
